,simulation id,status,created,agent,question,question id,answer instruction,answer,justification,justification prompt,justification content,critic,critic prompt,analysis,suggestions,model,role,temperature,Persona
14,1739335121,completed,2025-02-12 04:39:01+00:00,4,"Person A: Female, 35 years, working as a nurse; Person B: Female, 35 years, unemployed, lost job due to stealing from employer.",Scenario_6_Level_2,Allocate a total of $1000 USD between Person A and Person B.,"Person A: $700, Person B: $300",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.8,You are a person
15,1739335121,completed,2025-02-12 04:39:01+00:00,4,"Person A: Female, 35 years, working as a nurse; Person B: Female, 35 years, unemployed, lost job for stealing, cannot find a job in her field, now working at a fast-food restaurant.",Scenario_6_Level_4,Allocate a total of $1000 USD between Person A and Person B.,"Person A: $550, Person B: $450",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.8,You are a person
16,1739335121,completed,2025-02-12 04:39:06+00:00,5,"Person A: Female, 35 years, working as a nurse; Person B: Female, 35 years, unemployed, lost job due to stealing from employer.",Scenario_6_Level_2,Allocate a total of $1000 USD between Person A and Person B.,"Person A: $700, Person B: $300",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,1,You are a person
17,1739335121,completed,2025-02-12 04:39:06+00:00,5,"Person A: Female, 35 years, working as a nurse; Person B: Female, 35 years, unemployed, lost job for stealing, cannot find a job in her field, now working at a fast-food restaurant.",Scenario_6_Level_4,Allocate a total of $1000 USD between Person A and Person B.,"Person A: $600, Person B: $400",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,1,You are a person
18,1739335121,completed,2025-02-12 04:38:56+00:00,3,"Person A: Female, 35 years, working as a nurse; Person B: Female, 35 years, unemployed, lost job for stealing, unable to return to her field, now at a fast-food job, sole breadwinner for her family.",Scenario_6_Level_5,Allocate a total of $1000 USD between Person A and Person B.,"Person A: $400, Person B: $600",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.9,You are a person
19,1739335121,completed,2025-02-12 04:39:01+00:00,4,"Person A: Female, 35 years, working as a nurse; Person B: Female, 35 years, unemployed.",Scenario_6_Level_1,Allocate a total of $1000 USD between Person A and Person B.,"Person A: $500, Person B: $500",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.8,You are a person
20,1739335121,completed,2025-02-12 04:39:01+00:00,4,"Person A: Female, 35 years, working as a nurse; Person B: Female, 35 years, unemployed, lost job for stealing, and can’t find another job in her field.",Scenario_6_Level_3,Allocate a total of $1000 USD between Person A and Person B.,"Person A: $600, Person B: $400",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.8,You are a person
21,1739335121,completed,2025-02-12 04:39:01+00:00,4,"Person A: Female, 35 years, working as a nurse; Person B: Female, 35 years, unemployed, lost job for stealing, unable to return to her field, now at a fast-food job, sole breadwinner for her family.",Scenario_6_Level_5,Allocate a total of $1000 USD between Person A and Person B.,"Person A: $400, Person B: $600",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.8,You are a person
22,1739335121,completed,2025-02-12 04:39:06+00:00,5,"Person A: Female, 35 years, working as a nurse; Person B: Female, 35 years, unemployed.",Scenario_6_Level_1,Allocate a total of $1000 USD between Person A and Person B.,"Person A: $500, Person B: $500",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,1,You are a person
23,1739335121,completed,2025-02-12 04:39:06+00:00,5,"Person A: Female, 35 years, working as a nurse; Person B: Female, 35 years, unemployed, lost job for stealing, and can’t find another job in her field.",Scenario_6_Level_3,Allocate a total of $1000 USD between Person A and Person B.,"Person A: $600, Person B: $400",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,1,You are a person
24,1739335121,completed,2025-02-12 04:39:06+00:00,5,"Person A: Female, 35 years, working as a nurse; Person B: Female, 35 years, unemployed, lost job for stealing, unable to return to her field, now at a fast-food job, sole breadwinner for her family.",Scenario_6_Level_5,Allocate a total of $1000 USD between Person A and Person B.,"Person A: $400, Person B: $600",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,1,You are a person
25,1739335121,completed,2025-02-12 04:39:10+00:00,6,"Person A: Female, 35 years, working as a nurse; Person B: Female, 35 years, unemployed.",Scenario_6_Level_1,Allocate a total of $1000 USD between Person A and Person B.,"Person A: $500, Person B: $500",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,1,You are a person
26,1739335121,completed,2025-02-12 04:39:10+00:00,6,"Person A: Female, 35 years, working as a nurse; Person B: Female, 35 years, unemployed, lost job for stealing, and can’t find another job in her field.",Scenario_6_Level_3,Allocate a total of $1000 USD between Person A and Person B.,"Person A: $600, Person B: $400",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,1,You are a person
27,1739335121,completed,2025-02-12 04:39:10+00:00,6,"Person A: Female, 35 years, working as a nurse; Person B: Female, 35 years, unemployed, lost job for stealing, unable to return to her field, now at a fast-food job, sole breadwinner for her family.",Scenario_6_Level_5,Allocate a total of $1000 USD between Person A and Person B.,"Person A: $400, Person B: $600",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,1,You are a person
28,1739335121,completed,2025-02-12 04:39:15+00:00,7,"Person A: Female, 35 years, working as a nurse; Person B: Female, 35 years, unemployed.",Scenario_6_Level_1,Allocate a total of $1000 USD between Person A and Person B.,"Person A: $500, Person B: $500",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.9,You are a person
29,1739335121,completed,2025-02-12 04:39:15+00:00,7,"Person A: Female, 35 years, working as a nurse; Person B: Female, 35 years, unemployed, lost job for stealing, and can’t find another job in her field.",Scenario_6_Level_3,Allocate a total of $1000 USD between Person A and Person B.,"Person A: $600, Person B: $400",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.9,You are a person
30,1739335121,completed,2025-02-12 04:39:15+00:00,7,"Person A: Female, 35 years, working as a nurse; Person B: Female, 35 years, unemployed, lost job for stealing, unable to return to her field, now at a fast-food job, sole breadwinner for her family.",Scenario_6_Level_5,Allocate a total of $1000 USD between Person A and Person B.,"Person A: $400, Person B: $600",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.9,You are a person
31,1739335121,completed,2025-02-12 04:39:20+00:00,8,"Person A: Female, 35 years, working as a nurse; Person B: Female, 35 years, unemployed.",Scenario_6_Level_1,Allocate a total of $1000 USD between Person A and Person B.,"Person A: $500, Person B: $500",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.8,You are a person
32,1739335121,completed,2025-02-12 04:39:10+00:00,6,"Person A: Female, 35 years, working as a nurse; Person B: Female, 35 years, unemployed, lost job due to stealing from employer.",Scenario_6_Level_2,Allocate a total of $1000 USD between Person A and Person B.,"Person A: $700, Person B: $300",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,1,You are a person
33,1739335121,completed,2025-02-12 04:39:10+00:00,6,"Person A: Female, 35 years, working as a nurse; Person B: Female, 35 years, unemployed, lost job for stealing, cannot find a job in her field, now working at a fast-food restaurant.",Scenario_6_Level_4,Allocate a total of $1000 USD between Person A and Person B.,"Person A: $600, Person B: $400",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,1,You are a person
34,1739335121,completed,2025-02-12 04:39:15+00:00,7,"Person A: Female, 35 years, working as a nurse; Person B: Female, 35 years, unemployed, lost job due to stealing from employer.",Scenario_6_Level_2,Allocate a total of $1000 USD between Person A and Person B.,"Person A: $700, Person B: $300",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.9,You are a person
35,1739335121,completed,2025-02-12 04:39:15+00:00,7,"Person A: Female, 35 years, working as a nurse; Person B: Female, 35 years, unemployed, lost job for stealing, cannot find a job in her field, now working at a fast-food restaurant.",Scenario_6_Level_4,Allocate a total of $1000 USD between Person A and Person B.,"Person A: $600, Person B: $400",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.9,You are a person
36,1739335121,completed,2025-02-12 04:39:20+00:00,8,"Person A: Female, 35 years, working as a nurse; Person B: Female, 35 years, unemployed, lost job due to stealing from employer.",Scenario_6_Level_2,Allocate a total of $1000 USD between Person A and Person B.,"Person A: $700, Person B: $300",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.8,You are a person
37,1739335121,completed,2025-02-12 04:39:20+00:00,8,"Person A: Female, 35 years, working as a nurse; Person B: Female, 35 years, unemployed, lost job for stealing, and can’t find another job in her field.",Scenario_6_Level_3,Allocate a total of $1000 USD between Person A and Person B.,"Person A: $600, Person B: $400",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.8,You are a person
38,1739335121,completed,2025-02-12 04:39:20+00:00,8,"Person A: Female, 35 years, working as a nurse; Person B: Female, 35 years, unemployed, lost job for stealing, unable to return to her field, now at a fast-food job, sole breadwinner for her family.",Scenario_6_Level_5,Allocate a total of $1000 USD between Person A and Person B.,"Person A: $400, Person B: $600",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.8,You are a person
39,1739335121,completed,2025-02-12 04:39:25+00:00,9,"Person A: Female, 35 years, working as a nurse; Person B: Female, 35 years, unemployed.",Scenario_6_Level_1,Allocate a total of $1000 USD between Person A and Person B.,"Person A: $500, Person B: $500",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.7,You are a person
40,1739335121,completed,2025-02-12 04:39:25+00:00,9,"Person A: Female, 35 years, working as a nurse; Person B: Female, 35 years, unemployed, lost job for stealing, and can’t find another job in her field.",Scenario_6_Level_3,Allocate a total of $1000 USD between Person A and Person B.,"Person A: $600, Person B: $400",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.7,You are a person
41,1739335121,completed,2025-02-12 04:39:25+00:00,9,"Person A: Female, 35 years, working as a nurse; Person B: Female, 35 years, unemployed, lost job for stealing, unable to return to her field, now at a fast-food job, sole breadwinner for her family.",Scenario_6_Level_5,Allocate a total of $1000 USD between Person A and Person B.,"Person A: $400, Person B: $600",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.7,You are a person
42,1739335121,completed,2025-02-12 04:39:30+00:00,10,"Person A: Female, 35 years, working as a nurse; Person B: Female, 35 years, unemployed.",Scenario_6_Level_1,Allocate a total of $1000 USD between Person A and Person B.,"Person A: $500, Person B: $500",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.9,You are a person
43,1739335121,completed,2025-02-12 04:39:30+00:00,10,"Person A: Female, 35 years, working as a nurse; Person B: Female, 35 years, unemployed, lost job for stealing, and can’t find another job in her field.",Scenario_6_Level_3,Allocate a total of $1000 USD between Person A and Person B.,"Person A: $600, Person B: $400",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.9,You are a person
44,1739335121,completed,2025-02-12 04:39:20+00:00,8,"Person A: Female, 35 years, working as a nurse; Person B: Female, 35 years, unemployed, lost job for stealing, cannot find a job in her field, now working at a fast-food restaurant.",Scenario_6_Level_4,Allocate a total of $1000 USD between Person A and Person B.,"Person A: $550, Person B: $450",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.8,You are a person
45,1739335121,completed,2025-02-12 04:39:25+00:00,9,"Person A: Female, 35 years, working as a nurse; Person B: Female, 35 years, unemployed, lost job due to stealing from employer.",Scenario_6_Level_2,Allocate a total of $1000 USD between Person A and Person B.,"Person A: $700, Person B: $300",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.7,You are a person
46,1739335121,completed,2025-02-12 04:39:25+00:00,9,"Person A: Female, 35 years, working as a nurse; Person B: Female, 35 years, unemployed, lost job for stealing, cannot find a job in her field, now working at a fast-food restaurant.",Scenario_6_Level_4,Allocate a total of $1000 USD between Person A and Person B.,"Person A: $550, Person B: $450",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.7,You are a person
47,1739335121,completed,2025-02-12 04:39:30+00:00,10,"Person A: Female, 35 years, working as a nurse; Person B: Female, 35 years, unemployed, lost job due to stealing from employer.",Scenario_6_Level_2,Allocate a total of $1000 USD between Person A and Person B.,"Person A: $700, Person B: $300",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.9,You are a person
48,1739335121,completed,2025-02-12 04:39:30+00:00,10,"Person A: Female, 35 years, working as a nurse; Person B: Female, 35 years, unemployed, lost job for stealing, cannot find a job in her field, now working at a fast-food restaurant.",Scenario_6_Level_4,Allocate a total of $1000 USD between Person A and Person B.,"Person A: $600, Person B: $400",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.9,You are a person
49,1739335121,completed,2025-02-12 04:39:30+00:00,10,"Person A: Female, 35 years, working as a nurse; Person B: Female, 35 years, unemployed, lost job for stealing, unable to return to her field, now at a fast-food job, sole breadwinner for her family.",Scenario_6_Level_5,Allocate a total of $1000 USD between Person A and Person B.,"Person A: $400, Person B: $600",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.9,You are a person
50,1739335121,completed,2025-02-12 04:39:35+00:00,11,"Person A: Female, 35 years, working as a nurse; Person B: Female, 35 years, unemployed.",Scenario_6_Level_1,Allocate a total of $1000 USD between Person A and Person B.,"Person A: $500, Person B: $500",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,1,You are a person
51,1739335121,completed,2025-02-12 04:39:35+00:00,11,"Person A: Female, 35 years, working as a nurse; Person B: Female, 35 years, unemployed, lost job for stealing, and can’t find another job in her field.",Scenario_6_Level_3,Allocate a total of $1000 USD between Person A and Person B.,"Person A: $600, Person B: $400",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,1,You are a person
52,1739335121,completed,2025-02-12 04:39:35+00:00,11,"Person A: Female, 35 years, working as a nurse; Person B: Female, 35 years, unemployed, lost job for stealing, unable to return to her field, now at a fast-food job, sole breadwinner for her family.",Scenario_6_Level_5,Allocate a total of $1000 USD between Person A and Person B.,"Person A: $400, Person B: $600",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,1,You are a person
53,1739335121,completed,2025-02-12 04:39:41+00:00,12,"Person A: Female, 35 years, working as a nurse; Person B: Female, 35 years, unemployed.",Scenario_6_Level_1,Allocate a total of $1000 USD between Person A and Person B.,"Person A: $500, Person B: $500",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.9,You are a person
54,1739335121,completed,2025-02-12 04:39:41+00:00,12,"Person A: Female, 35 years, working as a nurse; Person B: Female, 35 years, unemployed, lost job for stealing, and can’t find another job in her field.",Scenario_6_Level_3,Allocate a total of $1000 USD between Person A and Person B.,"Person A: $600, Person B: $400",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.9,You are a person
55,1739335121,completed,2025-02-12 04:39:41+00:00,12,"Person A: Female, 35 years, working as a nurse; Person B: Female, 35 years, unemployed, lost job for stealing, unable to return to her field, now at a fast-food job, sole breadwinner for her family.",Scenario_6_Level_5,Allocate a total of $1000 USD between Person A and Person B.,"Person A: $400, Person B: $600",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.9,You are a person
56,1739335121,completed,2025-02-12 04:39:35+00:00,11,"Person A: Female, 35 years, working as a nurse; Person B: Female, 35 years, unemployed, lost job due to stealing from employer.",Scenario_6_Level_2,Allocate a total of $1000 USD between Person A and Person B.,"Person A: $700, Person B: $300",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,1,You are a person
57,1739335121,completed,2025-02-12 04:39:35+00:00,11,"Person A: Female, 35 years, working as a nurse; Person B: Female, 35 years, unemployed, lost job for stealing, cannot find a job in her field, now working at a fast-food restaurant.",Scenario_6_Level_4,Allocate a total of $1000 USD between Person A and Person B.,"Person A: $600, Person B: $400",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,1,You are a person
58,1739335121,completed,2025-02-12 04:39:41+00:00,12,"Person A: Female, 35 years, working as a nurse; Person B: Female, 35 years, unemployed, lost job due to stealing from employer.",Scenario_6_Level_2,Allocate a total of $1000 USD between Person A and Person B.,"Person A: $700, Person B: $300",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.9,You are a person
59,1739335121,completed,2025-02-12 04:39:41+00:00,12,"Person A: Female, 35 years, working as a nurse; Person B: Female, 35 years, unemployed, lost job for stealing, cannot find a job in her field, now working at a fast-food restaurant.",Scenario_6_Level_4,Allocate a total of $1000 USD between Person A and Person B.,"Person A: $550, Person B: $450",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.9,You are a person
60,1739335121,completed,2025-02-12 04:39:46+00:00,13,"Person A: Female, 35 years, working as a nurse; Person B: Female, 35 years, unemployed, lost job due to stealing from employer.",Scenario_6_Level_2,Allocate a total of $1000 USD between Person A and Person B.,"Person A: $700, Person B: $300",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,1,You are a person
61,1739335121,completed,2025-02-12 04:39:46+00:00,13,"Person A: Female, 35 years, working as a nurse; Person B: Female, 35 years, unemployed.",Scenario_6_Level_1,Allocate a total of $1000 USD between Person A and Person B.,"Person A: $500, Person B: $500",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,1,You are a person
62,1739335121,completed,2025-02-12 04:39:46+00:00,13,"Person A: Female, 35 years, working as a nurse; Person B: Female, 35 years, unemployed, lost job for stealing, and can’t find another job in her field.",Scenario_6_Level_3,Allocate a total of $1000 USD between Person A and Person B.,"Person A: $600, Person B: $400",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,1,You are a person
63,1739335121,completed,2025-02-12 04:39:46+00:00,13,"Person A: Female, 35 years, working as a nurse; Person B: Female, 35 years, unemployed, lost job for stealing, unable to return to her field, now at a fast-food job, sole breadwinner for her family.",Scenario_6_Level_5,Allocate a total of $1000 USD between Person A and Person B.,"Person A: $400, Person B: $600",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,1,You are a person
64,1739335121,completed,2025-02-12 04:39:50+00:00,14,"Person A: Female, 35 years, working as a nurse; Person B: Female, 35 years, unemployed.",Scenario_6_Level_1,Allocate a total of $1000 USD between Person A and Person B.,"Person A: $500, Person B: $500",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.7,You are a person
65,1739335121,completed,2025-02-12 04:39:50+00:00,14,"Person A: Female, 35 years, working as a nurse; Person B: Female, 35 years, unemployed, lost job for stealing, and can’t find another job in her field.",Scenario_6_Level_3,Allocate a total of $1000 USD between Person A and Person B.,"Person A: $600, Person B: $400",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.7,You are a person
66,1739335121,completed,2025-02-12 04:39:50+00:00,14,"Person A: Female, 35 years, working as a nurse; Person B: Female, 35 years, unemployed, lost job for stealing, unable to return to her field, now at a fast-food job, sole breadwinner for her family.",Scenario_6_Level_5,Allocate a total of $1000 USD between Person A and Person B.,"Person A: $400, Person B: $600",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.7,You are a person
67,1739335121,completed,2025-02-12 04:39:56+00:00,15,"Person A: Female, 35 years, working as a nurse; Person B: Female, 35 years, unemployed.",Scenario_6_Level_1,Allocate a total of $1000 USD between Person A and Person B.,"Person A: $500, Person B: $500",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.7,You are a person
68,1739335121,completed,2025-02-12 04:39:46+00:00,13,"Person A: Female, 35 years, working as a nurse; Person B: Female, 35 years, unemployed, lost job for stealing, cannot find a job in her field, now working at a fast-food restaurant.",Scenario_6_Level_4,Allocate a total of $1000 USD between Person A and Person B.,"Person A: $550, Person B: $450",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,1,You are a person
69,1739335121,completed,2025-02-12 04:39:50+00:00,14,"Person A: Female, 35 years, working as a nurse; Person B: Female, 35 years, unemployed, lost job due to stealing from employer.",Scenario_6_Level_2,Allocate a total of $1000 USD between Person A and Person B.,"Person A: $700, Person B: $300",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.7,You are a person
70,1739335121,completed,2025-02-12 04:39:50+00:00,14,"Person A: Female, 35 years, working as a nurse; Person B: Female, 35 years, unemployed, lost job for stealing, cannot find a job in her field, now working at a fast-food restaurant.",Scenario_6_Level_4,Allocate a total of $1000 USD between Person A and Person B.,"Person A: $550, Person B: $450",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.7,You are a person
71,1739335121,completed,2025-02-12 04:39:56+00:00,15,"Person A: Female, 35 years, working as a nurse; Person B: Female, 35 years, unemployed, lost job due to stealing from employer.",Scenario_6_Level_2,Allocate a total of $1000 USD between Person A and Person B.,"Person A: $700, Person B: $300",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.7,You are a person
72,1739335121,completed,2025-02-12 04:39:56+00:00,15,"Person A: Female, 35 years, working as a nurse; Person B: Female, 35 years, unemployed, lost job for stealing, cannot find a job in her field, now working at a fast-food restaurant.",Scenario_6_Level_4,Allocate a total of $1000 USD between Person A and Person B.,"Person A: $550, Person B: $450",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.7,You are a person
73,1739335121,completed,2025-02-12 04:39:56+00:00,15,"Person A: Female, 35 years, working as a nurse; Person B: Female, 35 years, unemployed, lost job for stealing, and can’t find another job in her field.",Scenario_6_Level_3,Allocate a total of $1000 USD between Person A and Person B.,"Person A: $600, Person B: $400",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.7,You are a person
74,1739335121,completed,2025-02-12 04:39:56+00:00,15,"Person A: Female, 35 years, working as a nurse; Person B: Female, 35 years, unemployed, lost job for stealing, unable to return to her field, now at a fast-food job, sole breadwinner for her family.",Scenario_6_Level_5,Allocate a total of $1000 USD between Person A and Person B.,"Person A: $400, Person B: $600",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.7,You are a person
75,1739335121,completed,2025-02-12 04:40:00+00:00,16,"Person A: Female, 35 years, working as a nurse; Person B: Female, 35 years, unemployed.",Scenario_6_Level_1,Allocate a total of $1000 USD between Person A and Person B.,"Person A: $500, Person B: $500",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,1,You are a person
76,1739335121,completed,2025-02-12 04:40:00+00:00,16,"Person A: Female, 35 years, working as a nurse; Person B: Female, 35 years, unemployed, lost job for stealing, and can’t find another job in her field.",Scenario_6_Level_3,Allocate a total of $1000 USD between Person A and Person B.,"Person A: $600, Person B: $400",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,1,You are a person
77,1739335121,completed,2025-02-12 04:40:00+00:00,16,"Person A: Female, 35 years, working as a nurse; Person B: Female, 35 years, unemployed, lost job for stealing, unable to return to her field, now at a fast-food job, sole breadwinner for her family.",Scenario_6_Level_5,Allocate a total of $1000 USD between Person A and Person B.,"Person A: $400, Person B: $600",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,1,You are a person
78,1739335121,completed,2025-02-12 04:40:06+00:00,17,"Person A: Female, 35 years, working as a nurse; Person B: Female, 35 years, unemployed.",Scenario_6_Level_1,Allocate a total of $1000 USD between Person A and Person B.,"Person A: $500, Person B: $500",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.8,You are a person
