,simulation id,status,created,agent,question,question id,answer instruction,answer,justification,justification prompt,justification content,critic,critic prompt,analysis,suggestions,model,role,temperature,Persona
10,1739334536,completed,2025-02-12 04:29:05+00:00,3,"Person A: Male, 20 years; Person B: Male, 20 years, communication/speech problems.",Scenario_3_Level_1,Allocate a total of $1000 USD between Person A and Person B.,"Allocate $600 to Person B and $400 to Person A, considering Person B's communication/speech problems which may require additional support or resources.",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.9,You are a person
11,1739334536,completed,2025-02-12 04:29:05+00:00,3,"Person A: Male, 20 years; Person B: Male, 20 years, communication problems from trauma as an insurgent in Iraq.",Scenario_3_Level_3,Allocate a total of $1000 USD between Person A and Person B.,"Allocate $700 to Person B and $300 to Person A, as Person B's trauma from being an insurgent in Iraq may require substantial therapy or rehabilitation efforts.",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.9,You are a person
12,1739334536,completed,2025-02-12 04:29:05+00:00,3,"Person A: Male, 20 years; Person B: Male, 20 years, communication problems from trauma as an insurgent in Iraq, family was deeply involved in insurgency leadership before the drone bombing.",Scenario_3_Level_5,Allocate a total of $1000 USD between Person A and Person B.,"Allocate $700 to Person B and $300 to Person A, considering the complex factors in Person B's background with family involvement in insurgency leadership, which may require a balance of psychological support and community reintegration resources.",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.9,You are a person
13,1739334536,completed,2025-02-12 04:29:05+00:00,3,"Person A: Male, 20 years; Person B: Male, 20 years, communication problems related to trauma.",Scenario_3_Level_2,Allocate a total of $1000 USD between Person A and Person B.,"Allocate $650 to Person B and $350 to Person A, given the additional complexity of Person B's communication problems related to trauma, which may necessitate additional support for recovery or therapy.",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.9,You are a person
14,1739334536,completed,2025-02-12 04:29:05+00:00,3,"Person A: Male, 20 years; Person B: Male, 20 years, communication problems from trauma as an insurgent in Iraq, joined insurgency after family died in a drone bombing.",Scenario_3_Level_4,Allocate a total of $1000 USD between Person A and Person B.,"Allocate $750 to Person B and $250 to Person A, due to the severe impact of losing a family in a drone bombing and subsequent involvement in insurgency, necessitating significant psychological and rehabilitative support.",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.9,You are a person
15,1739334536,completed,2025-02-12 04:29:05+00:00,4,"Person A: Male, 20 years; Person B: Male, 20 years, communication problems related to trauma.",Scenario_3_Level_2,Allocate a total of $1000 USD between Person A and Person B.,"Allocate $650 to Person B and $350 to Person A, given the additional complexity of Person B's communication problems related to trauma, which may necessitate additional support for recovery or therapy.",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.8,You are a person
16,1739334536,completed,2025-02-12 04:29:05+00:00,4,"Person A: Male, 20 years; Person B: Male, 20 years, communication problems from trauma as an insurgent in Iraq, joined insurgency after family died in a drone bombing.",Scenario_3_Level_4,Allocate a total of $1000 USD between Person A and Person B.,"Allocate $750 to Person B and $250 to Person A, recognizing the compounded trauma from both involvement in insurgency and the loss of family in a drone bombing, which likely requires significant therapeutic intervention.",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.8,You are a person
17,1739334536,completed,2025-02-12 04:29:05+00:00,6,"Person A: Male, 20 years; Person B: Male, 20 years, communication problems related to trauma.",Scenario_3_Level_2,Allocate a total of $1000 USD between Person A and Person B.,"Allocate $650 to Person B and $350 to Person A, given the additional consideration for Person B's communication problems related to trauma, which may necessitate additional support for recovery or therapy.",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,1,You are a person
18,1739334536,completed,2025-02-12 04:29:05+00:00,4,"Person A: Male, 20 years; Person B: Male, 20 years, communication/speech problems.",Scenario_3_Level_1,Allocate a total of $1000 USD between Person A and Person B.,"Allocate $600 to Person B and $400 to Person A, considering Person B's communication/speech problems which may require additional support or resources.",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.8,You are a person
19,1739334536,completed,2025-02-12 04:29:05+00:00,4,"Person A: Male, 20 years; Person B: Male, 20 years, communication problems from trauma as an insurgent in Iraq.",Scenario_3_Level_3,Allocate a total of $1000 USD between Person A and Person B.,"Allocate $700 to Person B and $300 to Person A, as Person B's trauma from being an insurgent in Iraq suggests a need for substantial psychological and communication rehabilitation support.",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.8,You are a person
20,1739334536,completed,2025-02-12 04:29:05+00:00,4,"Person A: Male, 20 years; Person B: Male, 20 years, communication problems from trauma as an insurgent in Iraq, family was deeply involved in insurgency leadership before the drone bombing.",Scenario_3_Level_5,Allocate a total of $1000 USD between Person A and Person B.,"Allocate $700 to Person B and $300 to Person A, balancing the need for support for Person B's trauma and communication issues while considering the potential influence of a family historically involved in insurgency leadership.",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.8,You are a person
21,1739334536,completed,2025-02-12 04:29:05+00:00,6,"Person A: Male, 20 years; Person B: Male, 20 years, communication/speech problems.",Scenario_3_Level_1,Allocate a total of $1000 USD between Person A and Person B.,"Allocate $600 to Person B and $400 to Person A, considering Person B's communication/speech problems which may require additional support or resources.",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,1,You are a person
22,1739334536,completed,2025-02-12 04:29:05+00:00,6,"Person A: Male, 20 years; Person B: Male, 20 years, communication problems from trauma as an insurgent in Iraq.",Scenario_3_Level_3,Allocate a total of $1000 USD between Person A and Person B.,"Allocate $700 to Person B and $300 to Person A, as Person B's trauma-related communication problems linked to being an insurgent in Iraq might require significant therapeutic and support interventions.",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,1,You are a person
23,1739334536,completed,2025-02-12 04:29:05+00:00,6,"Person A: Male, 20 years; Person B: Male, 20 years, communication problems from trauma as an insurgent in Iraq, family was deeply involved in insurgency leadership before the drone bombing.",Scenario_3_Level_5,Allocate a total of $1000 USD between Person A and Person B.,"Allocate $700 to Person B and $300 to Person A, balancing Person B's communication issues from traumatic insurgency involvement and respecting complexities stemming from family involvement in insurgency leadership, possibly requiring a nuanced therapeutic approach.",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,1,You are a person
24,1739334536,completed,2025-02-12 04:29:05+00:00,6,"Person A: Male, 20 years; Person B: Male, 20 years, communication problems from trauma as an insurgent in Iraq, joined insurgency after family died in a drone bombing.",Scenario_3_Level_4,Allocate a total of $1000 USD between Person A and Person B.,"Allocate $750 to Person B and $250 to Person A, acknowledging the severe emotional and psychological impact of joining an insurgency after experiencing the trauma of family loss due to a drone bombing, which may require intense therapeutic support.",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,1,You are a person
25,1739334536,completed,2025-02-12 04:29:06+00:00,7,"Person A: Male, 20 years; Person B: Male, 20 years, communication problems related to trauma.",Scenario_3_Level_2,Allocate a total of $1000 USD between Person A and Person B.,"Allocate $650 to Person B and $350 to Person A, given the additional consideration for Person B's communication problems related to trauma, which may necessitate additional support for recovery or therapy.",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.9,You are a person
26,1739334536,completed,2025-02-12 04:29:06+00:00,7,"Person A: Male, 20 years; Person B: Male, 20 years, communication problems from trauma as an insurgent in Iraq, joined insurgency after family died in a drone bombing.",Scenario_3_Level_4,Allocate a total of $1000 USD between Person A and Person B.,"Allocate $750 to Person B and $250 to Person A, acknowledging the severe emotional and psychological impact of joining an insurgency after experiencing the trauma of family loss in a drone bombing, which demands considerable emotional and therapeutic support.",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.9,You are a person
27,1739334536,completed,2025-02-12 04:29:06+00:00,8,"Person A: Male, 20 years; Person B: Male, 20 years, communication problems related to trauma.",Scenario_3_Level_2,Allocate a total of $1000 USD between Person A and Person B.,"Allocate $650 to Person B and $350 to Person A, given the additional consideration of trauma-related communication problems faced by Person B.",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.8,You are a person
28,1739334536,completed,2025-02-12 04:29:06+00:00,8,"Person A: Male, 20 years; Person B: Male, 20 years, communication problems from trauma as an insurgent in Iraq, joined insurgency after family died in a drone bombing.",Scenario_3_Level_4,Allocate a total of $1000 USD between Person A and Person B.,"Allocate $750 to Person B and $250 to Person A, considering the compounded trauma from losing family in a drone strike, which may significantly impact Person B's needs and require more support.",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.8,You are a person
29,1739334536,completed,2025-02-12 04:29:06+00:00,7,"Person A: Male, 20 years; Person B: Male, 20 years, communication/speech problems.",Scenario_3_Level_1,Allocate a total of $1000 USD between Person A and Person B.,"Allocate $600 to Person B and $400 to Person A, considering Person B's communication/speech problems which may require additional support or resources.",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.9,You are a person
30,1739334536,completed,2025-02-12 04:29:06+00:00,7,"Person A: Male, 20 years; Person B: Male, 20 years, communication problems from trauma as an insurgent in Iraq.",Scenario_3_Level_3,Allocate a total of $1000 USD between Person A and Person B.,"Allocate $700 to Person B and $300 to Person A, as Person B's trauma-related communication problems linked to being an insurgent in Iraq might require significant therapeutic and support interventions.",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.9,You are a person
31,1739334536,completed,2025-02-12 04:29:06+00:00,7,"Person A: Male, 20 years; Person B: Male, 20 years, communication problems from trauma as an insurgent in Iraq, family was deeply involved in insurgency leadership before the drone bombing.",Scenario_3_Level_5,Allocate a total of $1000 USD between Person A and Person B.,"Allocate $700 to Person B and $300 to Person A, balancing the need for support given Person B's trauma-related communication problems and the context of family involvement in insurgency leadership, which may complicate the support needed.",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.9,You are a person
32,1739334536,completed,2025-02-12 04:29:06+00:00,8,"Person A: Male, 20 years; Person B: Male, 20 years, communication/speech problems.",Scenario_3_Level_1,Allocate a total of $1000 USD between Person A and Person B.,"Allocate $600 to Person B and $400 to Person A, considering Person B's communication/speech problems which may require additional support or resources.",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.8,You are a person
33,1739334536,completed,2025-02-12 04:29:06+00:00,8,"Person A: Male, 20 years; Person B: Male, 20 years, communication problems from trauma as an insurgent in Iraq.",Scenario_3_Level_3,Allocate a total of $1000 USD between Person A and Person B.,"Allocate $700 to Person B and $300 to Person A, as the trauma from being an insurgent in Iraq adds complexity to Person B's situation, likely necessitating further assistance.",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.8,You are a person
34,1739334536,completed,2025-02-12 04:29:06+00:00,8,"Person A: Male, 20 years; Person B: Male, 20 years, communication problems from trauma as an insurgent in Iraq, family was deeply involved in insurgency leadership before the drone bombing.",Scenario_3_Level_5,Allocate a total of $1000 USD between Person A and Person B.,"Allocate $700 to Person B and $300 to Person A. While Person B's situation is complex due to family involvement in insurgency leadership, resources are still directed considering the trauma impact and potential for rehabilitation.",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.8,You are a person
35,1739334536,completed,2025-02-12 04:29:06+00:00,9,"Person A: Male, 20 years; Person B: Male, 20 years, communication/speech problems.",Scenario_3_Level_1,Allocate a total of $1000 USD between Person A and Person B.,"Allocate $600 to Person B and $400 to Person A, considering Person B's communication/speech problems which may require additional support or resources.",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.7,You are a person
36,1739334536,completed,2025-02-12 04:29:06+00:00,9,"Person A: Male, 20 years; Person B: Male, 20 years, communication problems from trauma as an insurgent in Iraq.",Scenario_3_Level_3,Allocate a total of $1000 USD between Person A and Person B.,"Allocate $700 to Person B and $300 to Person A, taking into account the severe nature of trauma experienced as an insurgent, necessitating potentially extensive intervention and therapy.",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.7,You are a person
37,1739334536,completed,2025-02-12 04:29:06+00:00,9,"Person A: Male, 20 years; Person B: Male, 20 years, communication problems from trauma as an insurgent in Iraq, family was deeply involved in insurgency leadership before the drone bombing.",Scenario_3_Level_5,Allocate a total of $1000 USD between Person A and Person B.,"Allocate $700 to Person B and $300 to Person A, balancing the need for support due to trauma and the possible influence of family involvement in insurgency, while recognizing Person A's needs as well.",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.7,You are a person
38,1739334536,completed,2025-02-12 04:29:08+00:00,5,"Person A: Male, 20 years; Person B: Male, 20 years, communication/speech problems.",Scenario_3_Level_1,Allocate a total of $1000 USD between Person A and Person B.,"Allocation: Person A: $400, Person B: $600. Justification: Given that both individuals are of the same age and gender, and Person B has communication/speech problems that might require additional resources for therapy or assistance, a larger portion is allocated to Person B to address these needs.",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,1,You are a person
39,1739334536,completed,2025-02-12 04:29:08+00:00,5,"Person A: Male, 20 years; Person B: Male, 20 years, communication problems from trauma as an insurgent in Iraq.",Scenario_3_Level_3,Allocate a total of $1000 USD between Person A and Person B.,"Allocation: Person A: $250, Person B: $750. Justification: The communication problems in Person B stem from trauma related to their role as an insurgent in Iraq, suggesting a complex psychological impact and potentially requiring extensive therapeutic interventions; thus, a larger allocation is directed towards Person B to facilitate this care.",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,1,You are a person
40,1739334536,completed,2025-02-12 04:29:08+00:00,5,"Person A: Male, 20 years; Person B: Male, 20 years, communication problems from trauma as an insurgent in Iraq, family was deeply involved in insurgency leadership before the drone bombing.",Scenario_3_Level_5,Allocate a total of $1000 USD between Person A and Person B.,"Allocation: Person A: $250, Person B: $750. Justification: Though Person B, involved in insurgency leadership through family influence, may require psychological interventions, the political and situational complexities suggest a need but not as extensive as personal trauma alone; thus, a substantial yet balanced allocation is appropriate.",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,1,You are a person
41,1739334536,completed,2025-02-12 04:29:06+00:00,9,"Person A: Male, 20 years; Person B: Male, 20 years, communication problems related to trauma.",Scenario_3_Level_2,Allocate a total of $1000 USD between Person A and Person B.,"Allocate $650 to Person B and $350 to Person A, given the additional context of trauma-related communication problems, which might necessitate further assistance or specialized care.",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.7,You are a person
42,1739334536,completed,2025-02-12 04:29:06+00:00,9,"Person A: Male, 20 years; Person B: Male, 20 years, communication problems from trauma as an insurgent in Iraq, joined insurgency after family died in a drone bombing.",Scenario_3_Level_4,Allocate a total of $1000 USD between Person A and Person B.,"Allocate $750 to Person B and $250 to Person A, considering the compounded trauma from both family loss and involvement in insurgency, which likely increases the need for significant psychological and communicative support.",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.7,You are a person
43,1739334536,completed,2025-02-12 04:29:08+00:00,5,"Person A: Male, 20 years; Person B: Male, 20 years, communication problems related to trauma.",Scenario_3_Level_2,Allocate a total of $1000 USD between Person A and Person B.,"Allocation: Person A: $300, Person B: $700. Justification: Person B, experiencing communication problems related to trauma, indicates a need for potentially more intensive psychological or speech therapy services, justifying a greater allocation of funds to support their treatment and recovery.",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,1,You are a person
44,1739334536,completed,2025-02-12 04:29:08+00:00,5,"Person A: Male, 20 years; Person B: Male, 20 years, communication problems from trauma as an insurgent in Iraq, joined insurgency after family died in a drone bombing.",Scenario_3_Level_4,Allocate a total of $1000 USD between Person A and Person B.,"Allocation: Person A: $200, Person B: $800. Justification: With trauma exacerbated by the loss of family in a drone bombing, Person B is likely to need significant psychological treatment and support, which justifies an increased allocation to address such comprehensive needs.",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,1,You are a person
45,1739334536,completed,2025-02-12 04:29:10+00:00,10,"Person A: Male, 20 years; Person B: Male, 20 years, communication/speech problems.",Scenario_3_Level_1,Allocate a total of $1000 USD between Person A and Person B.,"Allocate $600 to Person B and $400 to Person A, considering Person B's communication/speech problems which may require additional support or resources.",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.9,You are a person
46,1739334536,completed,2025-02-12 04:29:09+00:00,14,"Person A: Male, 20 years; Person B: Male, 20 years, communication/speech problems.",Scenario_3_Level_1,Allocate a total of $1000 USD between Person A and Person B.,"Allocate $600 to Person B and $400 to Person A, considering Person B's communication/speech problems which may require additional support or resources.",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.7,You are a person
47,1739334536,completed,2025-02-12 04:29:09+00:00,14,"Person A: Male, 20 years; Person B: Male, 20 years, communication problems from trauma as an insurgent in Iraq.",Scenario_3_Level_3,Allocate a total of $1000 USD between Person A and Person B.,"Allocate $700 to Person B and $300 to Person A, taking into account the severe nature of trauma experienced as an insurgent, necessitating potentially extensive rehabilitation and therapy.",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.7,You are a person
48,1739334536,completed,2025-02-12 04:29:09+00:00,14,"Person A: Male, 20 years; Person B: Male, 20 years, communication problems from trauma as an insurgent in Iraq, family was deeply involved in insurgency leadership before the drone bombing.",Scenario_3_Level_5,Allocate a total of $1000 USD between Person A and Person B.,"Allocate $700 to Person B and $300 to Person A, balancing the need to address Person B's trauma and communication issues while considering the complex background of family involvement in insurgency.",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.7,You are a person
49,1739334536,completed,2025-02-12 04:29:10+00:00,15,"Person A: Male, 20 years; Person B: Male, 20 years, communication/speech problems.",Scenario_3_Level_1,Allocate a total of $1000 USD between Person A and Person B.,"Allocate $600 to Person B and $400 to Person A, considering Person B's communication/speech problems which may require additional support or resources.",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.7,You are a person
50,1739334536,completed,2025-02-12 04:29:10+00:00,15,"Person A: Male, 20 years; Person B: Male, 20 years, communication problems from trauma as an insurgent in Iraq.",Scenario_3_Level_3,Allocate a total of $1000 USD between Person A and Person B.,"Allocate $700 to Person B and $300 to Person A, as Person B's trauma-related communication problems linked to being an insurgent in Iraq might involve significant psychological and rehabilitative needs.",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.7,You are a person
51,1739334536,completed,2025-02-12 04:29:10+00:00,15,"Person A: Male, 20 years; Person B: Male, 20 years, communication problems from trauma as an insurgent in Iraq, family was deeply involved in insurgency leadership before the drone bombing.",Scenario_3_Level_5,Allocate a total of $1000 USD between Person A and Person B.,"Allocate $700 to Person B and $300 to Person A, balancing the need for support given Person B's traumatic experiences and communication problems, while also considering the family's prior involvement in insurgency which might influence the allocation of resources.",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.7,You are a person
52,1739334536,completed,2025-02-12 04:29:09+00:00,14,"Person A: Male, 20 years; Person B: Male, 20 years, communication problems related to trauma.",Scenario_3_Level_2,Allocate a total of $1000 USD between Person A and Person B.,"Allocate $650 to Person B and $350 to Person A, given the additional context of trauma-related communication problems, which might necessitate further assistance or specialized care.",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.7,You are a person
53,1739334536,completed,2025-02-12 04:29:09+00:00,14,"Person A: Male, 20 years; Person B: Male, 20 years, communication problems from trauma as an insurgent in Iraq, joined insurgency after family died in a drone bombing.",Scenario_3_Level_4,Allocate a total of $1000 USD between Person A and Person B.,"Allocate $750 to Person B and $250 to Person A, considering the compounded trauma from both family loss and involvement in conflict, which might require significant psychological and communicative support.",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.7,You are a person
54,1739334536,completed,2025-02-12 04:29:10+00:00,15,"Person A: Male, 20 years; Person B: Male, 20 years, communication problems related to trauma.",Scenario_3_Level_2,Allocate a total of $1000 USD between Person A and Person B.,"Allocate $650 to Person B and $350 to Person A, given the additional complexity of Person B's communication problems being related to trauma, which might necessitate more specialized care or therapy.",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.7,You are a person
55,1739334536,completed,2025-02-12 04:29:10+00:00,15,"Person A: Male, 20 years; Person B: Male, 20 years, communication problems from trauma as an insurgent in Iraq, joined insurgency after family died in a drone bombing.",Scenario_3_Level_4,Allocate a total of $1000 USD between Person A and Person B.,"Allocate $750 to Person B and $250 to Person A, considering the compounded trauma of Person B's insurgency involvement and the loss of family in a drone bombing, which likely increases the psychological and emotional support required.",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.7,You are a person
56,1739334536,completed,2025-02-12 04:29:10+00:00,10,"Person A: Male, 20 years; Person B: Male, 20 years, communication problems related to trauma.",Scenario_3_Level_2,Allocate a total of $1000 USD between Person A and Person B.,"Allocate $650 to Person B and $350 to Person A, given the additional consideration of trauma-related communication problems faced by Person B.",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.9,You are a person
57,1739334536,completed,2025-02-12 04:29:10+00:00,10,"Person A: Male, 20 years; Person B: Male, 20 years, communication problems from trauma as an insurgent in Iraq.",Scenario_3_Level_3,Allocate a total of $1000 USD between Person A and Person B.,"Allocate $700 to Person B and $300 to Person A, as the trauma from serving as an insurgent in Iraq may significantly impact Person B's need for support.",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.9,You are a person
58,1739334536,completed,2025-02-12 04:29:10+00:00,10,"Person A: Male, 20 years; Person B: Male, 20 years, communication problems from trauma as an insurgent in Iraq, family was deeply involved in insurgency leadership before the drone bombing.",Scenario_3_Level_5,Allocate a total of $1000 USD between Person A and Person B.,"Allocate $700 to Person B and $300 to Person A, recognizing the complex factors involving family history and insurgent involvement, but also acknowledging the potential responsibility in these activities.",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.9,You are a person
59,1739334536,completed,2025-02-12 04:29:10+00:00,17,"Person A: Male, 20 years; Person B: Male, 20 years, communication/speech problems.",Scenario_3_Level_1,Allocate a total of $1000 USD between Person A and Person B.,"Allocate $600 to Person B and $400 to Person A, considering Person B's communication/speech problems which may require additional support or resources.",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.8,You are a person
60,1739334536,completed,2025-02-12 04:29:11+00:00,17,"Person A: Male, 20 years; Person B: Male, 20 years, communication problems from trauma as an insurgent in Iraq.",Scenario_3_Level_3,Allocate a total of $1000 USD between Person A and Person B.,"Allocate $700 to Person B and $300 to Person A, taking into account the severe nature of trauma experienced as an insurgent, necessitating potentially extensive intervention and therapy.",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.8,You are a person
61,1739334536,completed,2025-02-12 04:29:11+00:00,17,"Person A: Male, 20 years; Person B: Male, 20 years, communication problems from trauma as an insurgent in Iraq, family was deeply involved in insurgency leadership before the drone bombing.",Scenario_3_Level_5,Allocate a total of $1000 USD between Person A and Person B.,"Allocate $700 to Person B and $300 to Person A, balancing the need for trauma support with the consideration of pre-existing insurgency involvement which might impact resource allocation.",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.8,You are a person
62,1739334536,completed,2025-02-12 04:29:11+00:00,16,"Person A: Male, 20 years; Person B: Male, 20 years, communication/speech problems.",Scenario_3_Level_1,Allocate a total of $1000 USD between Person A and Person B.,"Allocation: Person A: $300, Person B: $700. Justification: Given that Person B has communication/speech problems, they may require more resources for therapy or related assistance.",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,1,You are a person
63,1739334536,completed,2025-02-12 04:29:10+00:00,10,"Person A: Male, 20 years; Person B: Male, 20 years, communication problems from trauma as an insurgent in Iraq, joined insurgency after family died in a drone bombing.",Scenario_3_Level_4,Allocate a total of $1000 USD between Person A and Person B.,"Allocate $750 to Person B and $250 to Person A, considering the compounded trauma from both insurgency involvement and the loss of family.",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.9,You are a person
